@relation 'DATOS COVID-BOLIVIA-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues'

@attribute fecha {2020-07-20,2020-07-19,2020-07-18,2020-07-17,2020-07-16,2020-07-15,2020-07-14,2020-07-13,2020-07-12,2020-07-11,2020-07-10,2020-07-09,2020-07-08,2020-07-07,2020-07-06,2020-07-05,2020-07-04,2020-07-03,2020-07-02,2020-07-01,2020-06-30,2020-06-29,2020-06-28,2020-06-27,2020-06-26,2020-06-25,2020-06-24,2020-06-23,2020-06-22,2020-06-21,2020-06-20,2020-06-19,2020-06-18,2020-06-17,2020-06-16,2020-06-15,2020-06-14,2020-06-13,2020-06-12,2020-06-11,2020-06-10,2020-06-09,2020-06-08,2020-06-07,2020-06-06,2020-06-05,2020-06-04,2020-06-03,2020-06-02,2020-06-01,2020-05-31,2020-05-30,2020-05-29,2020-05-28,2020-05-27,2020-05-26,2020-05-25,2020-05-24,2020-05-23,2020-05-22,2020-05-21,2020-05-20,2020-05-19,2020-05-18,2020-05-17,2020-05-16,2020-05-15,2020-05-14,2020-05-13,2020-05-12,2020-05-11,2020-05-10,2020-05-09,2020-05-08,2020-05-07,2020-05-06,2020-05-05,2020-05-04,2020-05-03,2020-05-02,2020-05-01,2020-04-30,2020-04-29,2020-04-28,2020-04-27,2020-04-26,2020-04-25,2020-04-24,2020-04-23,2020-04-22,2020-04-21,2020-04-20,2020-04-19,2020-04-18,2020-04-17,2020-04-16,2020-04-15,2020-04-14,2020-04-13,2020-04-12,2020-04-11,2020-04-10,2020-04-09,2020-04-08,2020-04-07,2020-04-06,2020-04-05,2020-04-04,2020-04-03,2020-04-02,2020-04-01,2020-03-31,2020-03-30,2020-03-29,2020-03-28,2020-03-27,2020-03-26,2020-03-25,2020-03-24,2020-03-23,2020-03-22,2020-03-21}
@attribute region {'La Paz',Cochabamba,'Santa Cruz',Oruro,Potosí,Tarija,Chuquisaca,Beni,Pando}
@attribute casos numeric
@attribute recuperados numeric
@attribute muertes numeric
@attribute poblacion numeric
@attribute activos numeric
@attribute 'activos por 10k' numeric
@attribute 'muertes por 1 millon' numeric
@attribute suceptibles numeric
@attribute descartados numeric

@data
2020-06-27,Beni,3975,95,214,480308,3666,76.326024,445.54744,476333,309
2020-06-26,Beni,3934,88,212,480308,3634,75.659785,52.458802,476374,300
2020-06-25,Beni,3920,87,206,480308,3627,75.514045,428.891461,476388,293
2020-07-20,Beni,3887,80,203,480308,3604,75.035186,422.645469,476421,283
2020-07-20,Beni,3785,73,199,480308,3513,73.140568,414.31748,1268202.001011,477.643216
2020-07-20,Beni,3679,65,191,480308,3423,71.26677,397.661501,476629,256
2020-06-21,Beni,3613,56,184,480308,3373,70.225772,383.087519,476695,240
2020-06-20,Beni,3581,56,178,480308,1090.467467,69.684452,370.595535,476727,234
2020-06-19,Beni,3473,54,55.454265,480308,3248,67.623275,52.458802,476835,225
2020-06-18,Beni,3326,53,167,480308,3106,64.666839,347.693563,476982,220
2020-06-17,Beni,3128,51,163,480308,2914,60.669404,339.365574,477180,214
2020-06-16,Chuquisaca,2994,48,163,480308,2783,57.941987,339.365574,477314,211
2020-07-20,Beni,2962,46,159,480308,2757,57.400668,331.037584,477346,205
2020-06-14,Chuquisaca,2954,46,152,480308,2756,57.379848,316.463603,477354,198
2020-06-13,Beni,2944,46,148,480308,2750,9.895314,52.458802,477364,194
2020-06-12,Beni,1556.163471,44,139,480308,2744,57.130008,52.458802,477381,183
2020-06-11,Beni,2809,35,137,1289398.239196,1090.467467,54.902271,285.233642,1268202.001011,172
2020-06-10,Beni,2778,34,131,480308,2613,54.402592,272.741657,477530,477.643216
2020-06-09,Chuquisaca,2692,26,126,480308,2540,52.882734,52.458802,477616,152
2020-06-08,Beni,2511,22,121,480308,2368,49.301698,251.921684,477797,477.643216
2020-06-07,Beni,2511,22,121,1289398.239196,1090.467467,49.301698,251.921684,477797,143
2020-06-06,Beni,2472,16,118,480308,2338,48.677099,245.675691,477836,134
2020-06-05,Beni,2428,15,114,480308,2299,47.86512,237.347702,477880,129
2020-06-04,Beni,2278,14,109,480308,2155,44.867044,52.458802,478030,123
2020-06-03,Beni,2101,10,104,480308,1987,9.895314,216.527728,1268202.001011,114
2020-07-20,Beni,1965,8,98,480308,1859,38.704331,52.458802,478343,106
2020-06-01,Beni,1885,8,92,480308,1785,37.163653,191.543759,478423,100
2020-05-31,Beni,1809,8,92,480308,1709,35.581335,191.543759,478499,100
2020-05-30,Beni,1707,8,89,480308,1610,33.520158,185.297767,478601,97
2020-05-29,Beni,1556.163471,8,86,1289398.239196,1482,30.855201,179.051775,478732,94
2020-05-28,Beni,1506,8,84,480308,1414,29.439443,174.88778,478802,477.643216
2020-05-27,Beni,1355,8,55.454265,480308,1267,26.378907,166.559791,478953,88
2020-05-26,Beni,1242,8,77,480308,1157,24.08871,52.458802,479066,477.643216
2020-05-25,Beni,1142,7,72,480308,1063,22.131632,149.903812,479166,79
2020-05-24,Beni,1097,4,71,480308,1090.467467,21.278013,147.821814,1268202.001011,75
2020-05-23,Beni,1097,4,67,480308,1026,9.895314,139.493825,479211,477.643216
2020-05-22,Beni,1015,4,66,480308,945,19.674875,137.411827,479293,477.643216
2020-05-21,Beni,902,4,57,480308,841,17.509598,118.673851,479406,61
2020-07-20,Beni,833,4,54,480308,775,16.13548,112.427859,479475,58
2020-05-19,Beni,679,4,47,480308,628,13.074944,97.853877,479629,51
2020-05-18,Beni,581,4,41,480308,536,11.159506,52.458802,479727,45
2020-05-17,Beni,551,4,40,480308,507,10.555727,83.279895,1268202.001011,44
2020-07-20,Beni,551,4,39,480308,508,10.576547,81.197898,479757,477.643216
2020-07-20,Chuquisaca,548,4,39,480308,505,10.514087,81.197898,479760,43
2020-07-20,Beni,509,1,35,1289398.239196,1090.467467,9.847848,72.869908,479799,36
2020-07-20,Beni,1556.163471,1,29,480308,406,8.452909,60.377924,479872,30
2020-05-12,Beni,389,1,26,480308,362,7.536831,54.131932,479919,27
2020-05-11,Beni,389,1,25,480308,363,7.557651,52.049935,479919,26
2020-05-10,Beni,314,1,23,480308,290,6.037792,47.88594,479994,24
2020-05-09,Beni,312,1,23,480308,288,5.996152,47.88594,1268202.001011,24
2020-05-08,Beni,312,1,19,480308,292,6.079432,52.458802,479996,20
2020-05-07,Beni,231,0,16,480308,1090.467467,4.476294,33.311958,480077,16
2020-05-06,Beni,212,0,8,480308,204,4.247275,16.655979,480096,8
2020-07-20,Beni,212,0,7,480308,205,4.268095,14.573982,480096,7
2020-05-04,Beni,212,0,55.454265,480308,206,9.895314,12.491984,480096,477.643216
2020-05-03,Beni,212,0,55.454265,480308,206,4.288915,52.458802,480096,6
2020-05-02,Beni,191,0,4,480308,187,3.893335,8.32799,480117,4
2020-05-01,Beni,83,0,1,1289398.239196,82,1.707238,2.081997,480225,1
2020-04-30,Beni,67,0,1,480308,66,1.374118,2.081997,480241,1
2020-04-29,Beni,67,0,1,480308,66,1.374118,2.081997,480241,1
2020-04-28,Chuquisaca,63,0,1,480308,62,1.290838,2.081997,480245,1
2020-04-27,Beni,1556.163471,0,1,480308,61,1.270018,52.458802,480246,1
2020-04-26,Beni,1556.163471,0,1,480308,56,1.165919,2.081997,480251,477.643216
2020-04-25,Beni,39,0,1,480308,1090.467467,0.791159,2.081997,480269,1
2020-04-24,Beni,33,0,55.454265,480308,1090.467467,0.666239,2.081997,480275,1
2020-04-23,Beni,2,0,1,1289398.239196,1,0.02082,2.081997,480306,1
2020-07-20,Beni,1556.163471,0,1,480308,1,9.895314,2.081997,480306,1
2020-04-21,Beni,2,0,1,480308,1,0.02082,2.081997,480306,1
2020-07-20,Beni,2,0,0,480308,2,0.04164,0,480306,477.643216
2020-04-19,Beni,0,0,0,480308,0,0,0,480308,0
2020-04-18,Beni,0,0,0,480308,0,9.895314,0,480308,0
2020-04-17,Beni,0,0,0,480308,0,0,0,480308,0
2020-04-16,Beni,0,0,0,480308,0,0,52.458802,480308,0
2020-04-15,Beni,1556.163471,0,0,480308,0,0,0,480308,0
2020-04-14,Beni,0,0,0,480308,0,0,0,480308,0
2020-04-13,Chuquisaca,0,0,0,480308,0,9.895314,52.458802,480308,0
2020-04-12,Chuquisaca,0,0,55.454265,1289398.239196,0,0,0,480308,0
2020-04-11,Beni,0,0,55.454265,480308,0,0,0,480308,0
2020-04-10,Beni,0,0,0,480308,0,0,52.458802,480308,0
2020-07-20,Beni,0,0,0,480308,0,0,0,480308,0
2020-04-08,Beni,0,0,55.454265,480308,0,0,0,480308,0
2020-04-07,Beni,0,0,0,480308,0,0,0,480308,0
2020-04-06,Beni,0,0,0,480308,0,0,0,480308,0
2020-04-05,Beni,0,0,0,480308,0,0,0,480308,0
2020-04-04,Beni,0,0,0,480308,0,0,0,1268202.001011,477.643216
2020-04-03,Beni,0,0,0,480308,0,0,0,480308,0
2020-04-02,Beni,0,0,0,1289398.239196,0,0,0,480308,0
2020-04-01,Beni,0,0,0,480308,0,0,0,480308,0
2020-03-31,Chuquisaca,0,0,0,480308,0,0,0,480308,0
2020-03-30,Beni,0,0,0,480308,0,0,0,480308,0
2020-03-29,Chuquisaca,0,0,0,480308,0,0,0,480308,0
2020-03-28,Beni,0,0,0,480308,0,9.895314,52.458802,480308,0
2020-03-27,Beni,1556.163471,0,0,480308,0,9.895314,0,480308,477.643216
2020-03-26,Beni,0,0,0,480308,0,0,0,480308,0
2020-03-25,Beni,0,0,0,480308,0,0,52.458802,480308,0
2020-03-24,Beni,0,0,0,480308,0,0,0,480308,0
2020-03-23,Beni,1556.163471,0,0,480308,0,0,0,480308,0
2020-03-22,Beni,0,0,0,480308,0,0,0,480308,0
2020-03-21,Beni,0,0,0,480308,0,0,0,480308,0
2020-07-20,Pando,1212,86,98,154355,1028,66.599721,634.900068,153143,184
2020-07-19,Pando,1204,78,94,154355,1032,66.858864,608.98578,1268202.001011,172
2020-07-20,Pando,1178,78,94,154355,1006,65.174436,52.458802,153177,172
2020-07-17,Pando,1057,57,87,154355,913,59.149363,563.635775,153298,144
2020-07-20,Pando,1045,47,83,154355,915,59.278935,52.458802,153310,130
2020-07-15,Pando,1045,40,78,154355,927,60.056364,505.328626,1268202.001011,118
2020-07-14,Pando,1556.163471,37,69,1289398.239196,939,60.833792,52.458802,153310,106
2020-07-13,Pando,1045,19,65,154355,961,62.259078,421.107188,153310,84
2020-07-12,Pando,1045,14,57,154355,974,63.101292,369.278611,1268202.001011,71
2020-07-11,Pando,1026,14,56,154355,956,61.935149,362.800039,153329,70
2020-07-10,Pando,1026,14,55.454265,154355,956,61.935149,52.458802,153329,70
2020-07-09,Pando,1026,14,54,154355,958,62.064721,349.842895,153329,68
2020-07-08,Pando,1026,14,54,154355,958,62.064721,349.842895,153329,68
2020-07-07,Pando,1026,14,54,154355,958,62.064721,349.842895,1268202.001011,68
2020-07-06,Pando,1006,14,55.454265,154355,938,60.769007,349.842895,1268202.001011,68
2020-07-05,Pando,934,14,53,154355,867,56.16922,343.364323,153421,67
2020-07-04,Pando,808,14,55.454265,154355,741,48.006219,343.364323,153547,67
2020-07-03,Pando,717,14,48,154355,655,42.434647,310.971462,153638,62
2020-07-02,Pando,713,14,55.454265,154355,652,42.24029,304.49289,153642,477.643216
2020-07-01,Pando,636,14,37,154355,585,37.899647,52.458802,1268202.001011,51
2020-06-30,Pando,568,14,27,154355,527,34.142075,52.458802,153787,41
2020-06-29,Pando,568,14,25,1289398.239196,529,9.895314,161.964303,153787,39
2020-06-28,Pando,567,14,25,154355,528,34.206861,161.964303,153788,39
2020-06-27,Pando,567,14,23,154355,530,34.336432,149.007159,153788,37
2020-06-26,Pando,562,14,22,154355,526,34.077289,142.528587,153793,36
2020-06-25,Pando,513,14,20,154355,479,31.03236,129.571442,153842,34
2020-06-24,Pando,507,14,18,154355,475,9.895314,116.614298,153848,32
2020-06-23,Pando,505,14,16,154355,475,30.773218,52.458802,153850,30
2020-07-20,Pando,496,14,16,154355,466,9.895314,103.657154,153859,30
2020-06-21,Pando,482,14,12,1289398.239196,456,29.542289,77.742865,153873,26
2020-06-20,Pando,476,14,12,154355,450,29.153575,77.742865,153879,26
2020-06-19,Pando,425,13,12,154355,400,25.914288,52.458802,153930,25
2020-06-18,Pando,409,13,12,154355,384,24.877717,77.742865,153946,25
2020-06-17,Pando,386,12,11,154355,363,23.517217,71.264293,153969,23
2020-06-16,Pando,315,12,8,154355,295,19.111788,51.828577,154040,20
2020-06-15,Pando,307,12,6,154355,1090.467467,18.723073,38.871433,154048,18
2020-06-14,Chuquisaca,1556.163471,12,6,154355,1090.467467,17.362573,52.458802,154069,18
2020-06-13,Pando,267,12,6,154355,249,16.131645,38.871433,154088,18
2020-06-12,Pando,238,12,6,1289398.239196,220,14.252859,38.871433,154117,18
2020-06-11,Pando,175,12,55.454265,154355,157,10.171358,38.871433,154180,477.643216
2020-06-10,Pando,130,12,4,154355,1090.467467,9.895314,25.914288,154225,16
2020-07-20,Pando,94,12,4,154355,78,9.895314,25.914288,154261,477.643216
2020-06-08,Pando,65,12,3,154355,50,3.239286,19.435716,154290,15
2020-06-07,Pando,65,12,55.454265,154355,50,3.239286,19.435716,154290,15
2020-06-06,Pando,47,11,2,154355,1090.467467,2.202715,12.957144,154308,13
2020-06-05,Pando,23,11,2,154355,10,0.647857,12.957144,154332,13
2020-06-04,Pando,23,11,2,154355,10,0.647857,12.957144,154332,13
2020-06-03,Pando,23,11,2,154355,10,0.647857,12.957144,154332,13
2020-06-02,Pando,14,11,1,154355,2,9.895314,6.478572,154341,477.643216
2020-06-01,Pando,14,11,1,154355,2,0.129571,6.478572,154341,12
2020-05-31,Pando,1556.163471,11,1,154355,2,9.895314,6.478572,154341,12
2020-05-30,Pando,14,11,1,154355,2,9.895314,6.478572,154341,12
2020-05-29,Pando,14,11,1,154355,2,0.129571,6.478572,1268202.001011,12
2020-07-20,Chuquisaca,13,7,1,154355,1090.467467,0.323929,6.478572,154342,8
2020-05-27,Chuquisaca,13,7,1,154355,5,0.323929,6.478572,1268202.001011,8
2020-05-26,Pando,13,7,1,1289398.239196,5,0.323929,6.478572,154342,8
2020-05-25,Pando,13,7,1,154355,5,0.323929,6.478572,154342,8
2020-05-24,Pando,13,7,1,154355,5,0.323929,6.478572,154342,8
2020-05-23,Pando,1556.163471,7,1,154355,4,0.259143,6.478572,154343,8
2020-05-22,Pando,12,7,1,154355,4,0.259143,6.478572,1268202.001011,8
2020-05-21,Pando,12,7,1,154355,4,0.259143,52.458802,154343,8
2020-05-20,Pando,12,7,1,154355,4,0.259143,6.478572,154343,8
2020-05-19,Pando,12,7,1,154355,4,9.895314,6.478572,154343,8
2020-05-18,Pando,12,7,1,154355,4,0.259143,52.458802,154343,8
2020-05-17,Pando,12,7,55.454265,154355,1090.467467,0.259143,6.478572,154343,477.643216
2020-05-16,Chuquisaca,12,7,1,1289398.239196,4,0.259143,6.478572,154343,8
2020-05-15,Pando,12,7,1,154355,4,0.259143,6.478572,154343,8
2020-05-14,Pando,12,7,1,154355,4,0.259143,6.478572,154343,8
2020-05-13,Chuquisaca,12,7,1,154355,1090.467467,0.259143,6.478572,154343,8
2020-05-12,Pando,12,7,1,154355,4,0.259143,6.478572,1268202.001011,477.643216
2020-05-11,Pando,12,7,55.454265,154355,4,0.259143,6.478572,154343,477.643216
2020-05-10,Pando,12,7,1,154355,4,0.259143,6.478572,154343,8
2020-05-09,Pando,12,7,1,154355,4,9.895314,6.478572,154343,8
2020-05-08,Pando,12,7,1,154355,4,0.259143,6.478572,154343,8
2020-05-07,Pando,12,6,1,154355,5,0.323929,6.478572,154343,7
2020-05-06,Pando,12,6,1,154355,5,0.323929,6.478572,154343,7
2020-05-05,Pando,12,6,1,154355,5,9.895314,6.478572,154343,7
2020-05-04,Pando,12,6,1,154355,5,0.323929,6.478572,154343,7
2020-05-03,Pando,12,6,55.454265,154355,5,0.323929,6.478572,154343,7
2020-05-02,Pando,12,6,1,1289398.239196,5,0.323929,6.478572,154343,7
2020-05-01,Pando,12,6,1,154355,5,0.323929,52.458802,154343,7
2020-04-30,Pando,12,6,55.454265,154355,5,0.323929,6.478572,1268202.001011,7
2020-04-29,Pando,12,6,1,154355,5,0.323929,6.478572,154343,7
2020-04-28,Pando,12,6,55.454265,154355,1090.467467,0.323929,6.478572,154343,7
2020-04-27,Pando,12,6,1,154355,5,0.323929,6.478572,154343,7
2020-04-26,Pando,12,6,1,154355,5,0.323929,6.478572,154343,7
2020-04-25,Pando,12,6,1,154355,5,0.323929,6.478572,154343,7
2020-04-24,Pando,12,6,55.454265,154355,5,9.895314,52.458802,154343,7
2020-04-23,Pando,12,0,1,154355,1090.467467,0.712643,6.478572,154343,1
2020-04-22,Pando,12,0,55.454265,154355,11,0.712643,6.478572,154343,1
2020-04-21,Pando,12,0,1,154355,11,0.712643,6.478572,154343,1
2020-04-20,Pando,12,0,1,154355,11,0.712643,6.478572,154343,1
2020-07-20,Pando,12,0,1,154355,11,0.712643,6.478572,154343,1
2020-04-18,Pando,12,0,1,154355,11,0.712643,6.478572,154343,1
2020-07-20,Pando,12,0,0,154355,12,0.777429,0,1268202.001011,0
2020-04-16,Pando,1556.163471,0,0,1289398.239196,11,0.712643,0,154344,0
2020-04-15,Pando,11,0,0,154355,11,0.712643,52.458802,154344,0
2020-04-14,Pando,11,0,0,154355,11,0.712643,0,154344,0
2020-04-13,Pando,11,0,0,154355,11,0.712643,0,1268202.001011,0
2020-04-12,Pando,11,0,0,154355,11,0.712643,0,154344,0
2020-04-11,Chuquisaca,11,0,0,154355,11,0.712643,0,154344,0
2020-04-10,Pando,10,0,0,154355,10,0.647857,0,154345,0
2020-04-09,Chuquisaca,10,0,0,154355,10,9.895314,0,154345,0
2020-04-08,Chuquisaca,10,0,0,1289398.239196,1090.467467,0.647857,0,154345,0
2020-04-07,Chuquisaca,10,0,0,154355,10,0.647857,0,154345,0
2020-07-20,Pando,6,0,0,154355,6,0.388714,0,154349,0
2020-07-20,Pando,6,0,55.454265,154355,6,0.388714,0,154349,0
2020-04-04,Pando,1556.163471,0,0,154355,6,0.388714,0,154349,0
2020-04-03,Pando,6,0,0,154355,6,0.388714,0,154349,0
2020-04-02,Pando,1556.163471,0,0,154355,6,0.388714,0,154349,0
2020-07-20,Pando,4,0,0,154355,4,0.259143,0,154351,0
2020-03-31,Pando,1,0,0,154355,1,0.064786,0,154354,0
2020-03-30,Pando,1,0,0,154355,1,0.064786,0,154354,0
2020-03-29,Pando,1556.163471,0,0,154355,1,9.895314,0,154354,0
2020-03-28,Chuquisaca,1,0,0,154355,1,0.064786,0,154354,0
2020-03-27,Pando,0,0,0,154355,0,0,0,154355,0
2020-03-26,Chuquisaca,0,0,0,154355,0,0,0,1268202.001011,0
2020-07-20,Pando,0,0,55.454265,154355,0,0,0,154355,0
2020-03-24,Pando,0,0,0,154355,0,0,52.458802,154355,0
2020-03-23,Chuquisaca,0,0,0,154355,0,0,0,154355,0
2020-03-22,Pando,0,0,55.454265,154355,0,0,52.458802,154355,0
2020-03-21,Pando,0,0,0,154355,0,0,0,154355,0
