@relation 'DATOS COVID-BOLIVIA-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues'

@attribute fecha {2020-07-20,2020-07-19,2020-07-18,2020-07-17,2020-07-16,2020-07-15,2020-07-14,2020-07-13,2020-07-12,2020-07-11,2020-07-10,2020-07-09,2020-07-08,2020-07-07,2020-07-06,2020-07-05,2020-07-04,2020-07-03,2020-07-02,2020-07-01,2020-06-30,2020-06-29,2020-06-28,2020-06-27,2020-06-26,2020-06-25,2020-06-24,2020-06-23,2020-06-22,2020-06-21,2020-06-20,2020-06-19,2020-06-18,2020-06-17,2020-06-16,2020-06-15,2020-06-14,2020-06-13,2020-06-12,2020-06-11,2020-06-10,2020-06-09,2020-06-08,2020-06-07,2020-06-06,2020-06-05,2020-06-04,2020-06-03,2020-06-02,2020-06-01,2020-05-31,2020-05-30,2020-05-29,2020-05-28,2020-05-27,2020-05-26,2020-05-25,2020-05-24,2020-05-23,2020-05-22,2020-05-21,2020-05-20,2020-05-19,2020-05-18,2020-05-17,2020-05-16,2020-05-15,2020-05-14,2020-05-13,2020-05-12,2020-05-11,2020-05-10,2020-05-09,2020-05-08,2020-05-07,2020-05-06,2020-05-05,2020-05-04,2020-05-03,2020-05-02,2020-05-01,2020-04-30,2020-04-29,2020-04-28,2020-04-27,2020-04-26,2020-04-25,2020-04-24,2020-04-23,2020-04-22,2020-04-21,2020-04-20,2020-04-19,2020-04-18,2020-04-17,2020-04-16,2020-04-15,2020-04-14,2020-04-13,2020-04-12,2020-04-11,2020-04-10,2020-04-09,2020-04-08,2020-04-07,2020-04-06,2020-04-05,2020-04-04,2020-04-03,2020-04-02,2020-04-01,2020-03-31,2020-03-30,2020-03-29,2020-03-28,2020-03-27,2020-03-26,2020-03-25,2020-03-24,2020-03-23,2020-03-22,2020-03-21}
@attribute region {'La Paz',Cochabamba,'Santa Cruz',Oruro,Potosí,Tarija,Chuquisaca,Beni,Pando}
@attribute casos numeric
@attribute recuperados numeric
@attribute muertes numeric
@attribute poblacion numeric
@attribute activos numeric
@attribute 'activos por 10k' numeric
@attribute 'muertes por 1 millon' numeric
@attribute suceptibles numeric
@attribute descartados numeric

@data
2020-07-20,'La Paz',10190,821,169,2926996,1090.467467,31.431543,57.738378,2916806,477.643216
2020-07-19,'La Paz',9655,797,162,2926996,8696,29.709641,55.346847,2917341,959
2020-07-18,'La Paz',1556.163471,742,157,2926996,8023,27.410355,53.638611,2918074,899
2020-07-17,'La Paz',1556.163471,704,155,2926996,7350,25.11107,52.955317,2918787,859
2020-07-16,'La Paz',7976,636,55.454265,2926996,7195,24.581516,49.538845,2919020,781
2020-07-15,'La Paz',7662,625,139,2926996,6898,23.566824,47.488961,2919334,764
2020-07-14,'La Paz',7402,594,134,2926996,6674,22.801534,45.780725,2919594,728
2020-07-13,'La Paz',7124,561,133,2926996,6430,21.967915,45.439078,2919872,694
2020-07-20,'La Paz',6703,533,131,2926996,6039,20.632075,44.755784,2920293,664
2020-07-11,'La Paz',6366,496,127,1289398.239196,5743,9.895314,43.389195,1268202.001011,477.643216
2020-07-10,'La Paz',5704,464,116,2926996,5124,17.506003,39.631076,2921292,580
2020-07-09,'La Paz',5376,433,114,1289398.239196,4829,16.498143,38.947781,1268202.001011,547
2020-07-08,'La Paz',1556.163471,430,110,2926996,4611,15.753353,37.581192,2921845,540
2020-07-07,'La Paz',4876,425,55.454265,2926996,4342,14.834322,37.239545,2922120,534
2020-07-06,'La Paz',4685,418,107,2926996,4160,14.212524,36.556251,2922311,525
2020-07-05,'La Paz',4205,411,55.454265,2926996,3687,12.596532,36.556251,2922791,477.643216
2020-07-04,'La Paz',3872,400,100,2926996,3372,11.520344,34.16472,2923124,500
2020-07-03,Chuquisaca,3634,396,93,2926996,3145,10.744805,31.77319,2923362,489
2020-07-02,'La Paz',3397,394,93,2926996,2910,9.941934,31.77319,2923599,487
2020-07-01,'La Paz',3241,394,84,2926996,2763,9.439712,28.698365,1268202.001011,478
2020-06-30,'La Paz',3029,391,82,2926996,2556,8.732503,28.015071,1268202.001011,473
2020-07-20,'La Paz',2967,388,55.454265,2926996,2497,8.530931,28.015071,2924029,470
2020-06-28,'La Paz',2882,382,76,2926996,1090.467467,8.281528,25.965188,2924114,458
2020-06-27,'La Paz',2774,376,74,2926996,1090.467467,7.939881,25.281893,2924222,450
2020-06-26,'La Paz',2580,368,69,2926996,2143,9.895314,23.573657,2924416,477.643216
2020-07-20,Chuquisaca,2373,365,68,2926996,1940,6.627956,52.458802,2924623,433
2020-06-24,'La Paz',2161,360,65,2926996,1736,5.930995,52.458802,2924835,425
2020-06-23,Chuquisaca,1966,351,64,2926996,1551,5.298948,21.865421,2925030,415
2020-06-22,'La Paz',1918,351,63,1289398.239196,1504,5.138374,21.523774,2925078,477.643216
2020-07-20,'La Paz',1780,345,63,2926996,1372,4.6874,21.523774,2925216,408
2020-07-20,'La Paz',1545,332,55,2926996,1158,9.895314,18.790596,2925451,387
2020-06-19,'La Paz',1556.163471,332,54,2926996,1083,3.700039,18.448949,2925527,386
2020-06-18,'La Paz',1386,330,53,2926996,1003,3.426721,18.107302,2925610,383
2020-06-17,'La Paz',1298,324,51,2926996,923,3.153404,52.458802,2925698,477.643216
2020-06-16,'La Paz',1556.163471,322,50,2926996,882,3.013328,17.08236,2925742,372
2020-06-15,Chuquisaca,1213,322,50,2926996,841,2.873253,17.08236,2925783,372
2020-06-14,'La Paz',1149,314,49,2926996,786,2.685347,16.740713,2925847,363
2020-06-13,'La Paz',1064,304,45,2926996,715,2.442778,15.374124,2925932,349
2020-06-12,'La Paz',1556.163471,291,43,2926996,649,2.21729,14.69083,2926013,334
2020-06-11,'La Paz',932,289,42,2926996,601,2.0533,14.349183,2926064,331
2020-07-20,'La Paz',842,285,40,2926996,517,9.895314,13.665888,2926154,325
2020-06-09,'La Paz',804,276,38,1289398.239196,490,1.674071,12.982594,1268202.001011,314
2020-06-08,'La Paz',754,272,38,2926996,444,1.516914,52.458802,2926242,310
2020-06-07,'La Paz',754,272,38,2926996,444,1.516914,12.982594,2926242,310
2020-06-06,'La Paz',1556.163471,269,38,1289398.239196,430,1.469083,12.982594,2926259,307
2020-06-05,'La Paz',692,263,38,1289398.239196,1090.467467,1.335841,12.982594,2926304,477.643216
2020-06-04,'La Paz',661,254,55.454265,2926996,371,1.267511,12.299299,2926335,290
2020-06-03,'La Paz',1556.163471,251,35,2926996,349,1.192349,11.957652,2926361,286
2020-07-20,'La Paz',614,249,32,1289398.239196,333,9.895314,10.932711,2926382,281
2020-06-01,'La Paz',555,248,31,2926996,276,0.942946,52.458802,2926441,279
2020-07-20,'La Paz',507,244,28,2926996,235,0.802871,9.566122,1268202.001011,272
2020-05-30,'La Paz',478,242,28,2926996,208,0.710626,9.566122,2926518,270
2020-05-29,'La Paz',1556.163471,237,27,2926996,180,0.614965,9.224475,2926552,264
2020-05-28,'La Paz',423,234,26,1289398.239196,163,0.556885,8.882827,2926573,260
2020-05-27,'La Paz',415,228,24,2926996,163,0.556885,8.199533,2926581,252
2020-05-26,'La Paz',410,219,24,2926996,167,9.895314,8.199533,2926586,243
2020-05-25,'La Paz',1556.163471,210,24,1289398.239196,169,0.577384,52.458802,2926593,234
2020-05-24,Chuquisaca,394,209,24,2926996,161,0.550052,8.199533,2926602,233
2020-05-23,Chuquisaca,386,201,24,2926996,161,0.550052,8.199533,2926610,225
2020-05-22,'La Paz',381,184,23,2926996,174,0.594466,7.857886,2926615,207
2020-05-21,'La Paz',1556.163471,181,22,2926996,1090.467467,0.587633,7.516238,2926621,203
2020-05-20,'La Paz',363,180,21,1289398.239196,162,0.553468,7.174591,2926633,201
2020-07-20,'La Paz',355,174,21,2926996,160,0.546636,7.174591,2926641,195
2020-05-18,Chuquisaca,342,171,20,2926996,151,0.515887,6.832944,1268202.001011,191
2020-05-17,'La Paz',335,166,19,2926996,150,0.512471,6.491297,2926661,185
2020-05-16,'La Paz',333,157,19,2926996,157,0.536386,6.491297,2926663,176
2020-05-15,'La Paz',328,123,55.454265,2926996,186,0.635464,6.491297,2926668,142
2020-05-14,'La Paz',322,101,19,2926996,202,0.690127,52.458802,1268202.001011,120
2020-05-13,'La Paz',319,93,19,2926996,207,0.70721,6.491297,2926677,112
2020-05-12,'La Paz',316,76,17,2926996,223,0.761873,52.458802,2926680,93
2020-05-11,'La Paz',313,68,17,2926996,228,0.778956,5.808002,2926683,85
2020-07-20,'La Paz',309,67,16,2926996,226,0.772123,5.466355,1268202.001011,83
2020-05-09,'La Paz',301,63,16,2926996,1090.467467,0.758457,5.466355,1268202.001011,477.643216
2020-05-08,'La Paz',294,55,16,2926996,223,0.761873,5.466355,2926702,477.643216
2020-07-20,Chuquisaca,271,49,16,2926996,206,0.703793,52.458802,2926725,65
2020-05-06,'La Paz',260,49,16,2926996,195,0.666212,5.466355,2926736,65
2020-05-05,'La Paz',253,46,16,2926996,191,0.652546,5.466355,2926743,62
2020-07-20,Chuquisaca,243,45,15,2926996,183,0.625214,5.124708,1268202.001011,60
2020-07-20,'La Paz',241,38,15,2926996,188,0.642297,52.458802,2926755,53
2020-05-02,'La Paz',236,34,15,2926996,187,0.63888,52.458802,2926760,49
2020-05-01,'La Paz',221,27,15,2926996,179,0.611548,5.124708,2926775,42
2020-04-30,'La Paz',218,27,15,2926996,176,0.601299,5.124708,2926778,42
2020-04-29,'La Paz',202,26,15,1289398.239196,1090.467467,0.550052,5.124708,2926794,41
2020-04-28,'La Paz',1556.163471,26,15,2926996,147,0.502221,5.124708,1268202.001011,41
2020-04-27,Chuquisaca,185,19,15,2926996,151,0.515887,5.124708,2926811,34
2020-04-26,'La Paz',168,16,15,2926996,137,0.468057,5.124708,2926828,477.643216
2020-04-25,'La Paz',159,13,15,2926996,131,0.447558,5.124708,2926837,28
2020-04-24,'La Paz',155,13,14,2926996,1090.467467,0.437308,4.783061,1268202.001011,27
2020-04-23,'La Paz',150,9,13,2926996,128,0.437308,4.441414,2926846,22
2020-04-22,'La Paz',140,9,13,2926996,118,0.403144,4.441414,2926856,22
2020-04-21,'La Paz',137,6,12,2926996,119,0.40656,52.458802,2926859,18
2020-04-20,'La Paz',134,6,12,2926996,116,0.396311,4.099766,2926862,18
2020-07-20,Chuquisaca,1556.163471,6,55.454265,2926996,115,0.392894,4.099766,2926863,18
2020-04-18,'La Paz',126,6,12,1289398.239196,108,0.368979,4.099766,2926870,18
2020-07-20,'La Paz',1556.163471,6,12,2926996,1090.467467,0.34848,4.099766,2926876,18
2020-04-16,Chuquisaca,120,1,12,2926996,107,0.365563,4.099766,2926876,13
2020-04-15,'La Paz',101,1,11,2926996,1090.467467,0.304066,3.758119,2926895,12
2020-04-14,'La Paz',91,1,11,1289398.239196,79,0.269901,3.758119,2926905,477.643216
2020-04-13,'La Paz',80,0,11,2926996,69,0.235737,52.458802,2926916,11
2020-04-12,'La Paz',73,0,55.454265,2926996,63,0.215238,3.416472,1268202.001011,477.643216
2020-04-11,'La Paz',65,0,8,2926996,57,0.194739,52.458802,2926931,8
2020-04-10,'La Paz',59,0,7,2926996,52,0.177657,2.39153,2926937,7
2020-04-09,'La Paz',57,0,7,2926996,50,0.170824,52.458802,2926939,7
2020-04-08,'La Paz',57,0,7,2926996,50,9.895314,2.39153,2926939,7
2020-04-07,'La Paz',39,0,7,2926996,32,0.109327,2.39153,2926957,7
2020-07-20,'La Paz',37,0,7,2926996,30,0.102494,2.39153,2926959,7
2020-04-05,Chuquisaca,32,0,5,2926996,27,0.092245,1.708236,2926964,5
2020-04-04,'La Paz',23,0,5,2926996,1090.467467,0.061496,52.458802,2926973,5
2020-04-03,'La Paz',20,0,5,2926996,1090.467467,0.051247,1.708236,2926976,5
2020-04-02,'La Paz',19,0,4,2926996,15,0.051247,1.366589,1268202.001011,4
2020-04-01,'La Paz',16,0,3,2926996,13,0.044414,1.024942,2926980,3
2020-03-31,'La Paz',16,0,3,2926996,13,0.044414,1.024942,2926980,3
2020-03-30,'La Paz',14,0,3,2926996,11,9.895314,1.024942,1268202.001011,3
2020-03-29,Chuquisaca,13,0,2,1289398.239196,11,0.037581,0.683294,2926983,2
2020-03-28,'La Paz',10,0,0,2926996,10,0.034165,0,2926986,0
2020-03-27,'La Paz',8,0,0,2926996,8,0.027332,0,2926988,0
2020-03-26,'La Paz',8,0,0,2926996,8,0.027332,0,2926988,0
2020-03-25,'La Paz',4,0,0,2926996,4,0.013666,0,2926992,0
2020-03-24,'La Paz',3,0,0,2926996,3,0.010249,0,2926993,0
2020-03-23,'La Paz',1,0,0,1289398.239196,1,0.003416,0,2926995,0
2020-03-22,'La Paz',1,0,0,2926996,1,0.003416,0,2926995,477.643216
2020-07-20,'La Paz',1,0,0,2926996,1,0.003416,0,2926995,477.643216
2020-07-20,Cochabamba,6526,1320,498,2028639,4708,23.207678,245.484781,2022113,1818
2020-07-19,Cochabamba,6406,1226,483,2028639,1090.467467,23.153454,238.090661,2022233,1709
2020-07-18,Chuquisaca,6277,1060,468,2028639,1090.467467,23.409784,230.696541,2022362,1528
2020-07-20,Cochabamba,6045,986,453,2028639,4606,22.704878,223.302421,1268202.001011,1439
2020-07-16,Cochabamba,5926,774,437,2028639,4715,23.242184,215.41536,2022713,1211
2020-07-15,Chuquisaca,5744,699,422,2028639,4623,22.788678,208.02124,2022895,1121
2020-07-14,Cochabamba,5468,615,412,2028639,4441,21.891524,203.091827,2023171,1027
2020-07-20,Chuquisaca,5315,571,398,2028639,1090.467467,21.42323,196.190648,2023324,969
2020-07-12,Cochabamba,5188,504,385,2028639,4299,21.191548,189.782411,2023451,889
2020-07-11,Cochabamba,5014,446,55.454265,2028639,4203,20.718324,179.923584,2023625,811
2020-07-10,Cochabamba,4915,410,346,2028639,4159,20.50143,170.557699,2023724,756
2020-07-09,Cochabamba,4769,379,55.454265,2028639,1090.467467,20.028206,161.191814,2023870,706
2020-07-08,Cochabamba,4635,350,312,2028639,3973,19.584559,153.797694,2024004,662
2020-07-07,Cochabamba,4492,329,304,2028639,3859,9.895314,149.854163,2024147,633
2020-07-06,Cochabamba,4429,301,292,2028639,3836,18.909229,143.938867,2024210,593
2020-07-05,Cochabamba,4199,277,282,1289398.239196,3640,17.943064,139.009454,2024440,559
2020-07-04,Cochabamba,4146,241,262,1289398.239196,3643,17.957853,129.150628,2024493,503
2020-07-03,Cochabamba,4089,211,247,2028639,3631,17.8987,52.458802,2024550,458
2020-07-02,Cochabamba,3836,185,233,2028639,3418,16.848735,114.855329,2024803,418
2020-07-01,Cochabamba,3744,168,221,2028639,3355,9.895314,108.940033,2024895,389
2020-06-30,Cochabamba,3640,153,202,2028639,3285,16.193123,99.574148,2024999,355
2020-06-29,Cochabamba,3501,153,184,2028639,3164,9.895314,90.701204,2025138,337
2020-06-28,Cochabamba,3468,138,165,2028639,3165,15.601593,81.335319,2025171,303
2020-06-27,Cochabamba,3416,138,150,2028639,3128,15.419205,73.941199,2025223,288
2020-06-26,Cochabamba,3233,123,140,2028639,1090.467467,14.640357,69.011786,2025406,263
2020-06-25,Cochabamba,2970,117,55.454265,2028639,2717,13.393216,67.04002,2025669,253
2020-06-24,Cochabamba,2920,100,130,2028639,2690,13.260122,64.082372,2025719,230
2020-06-23,Cochabamba,2775,95,125,2028639,2555,12.594651,61.617666,2025864,220
2020-06-22,Cochabamba,2612,94,114,2028639,2404,11.850309,56.195311,1268202.001011,208
2020-07-20,Cochabamba,2551,94,107,2028639,2350,11.584121,52.744722,1268202.001011,201
2020-06-20,Cochabamba,2360,94,101,2028639,2165,10.67218,49.787074,2026279,195
2020-06-19,Cochabamba,1556.163471,94,98,2028639,2110,9.895314,48.30825,2026337,192
2020-06-18,Cochabamba,2179,86,97,2028639,1996,9.839109,47.815309,2026460,183
2020-06-17,Cochabamba,2041,81,94,2028639,1866,9.198285,46.336485,2026598,175
2020-07-20,Cochabamba,1915,78,88,2028639,1749,8.621544,43.378837,2026724,166
2020-06-15,Cochabamba,1878,78,83,2028639,1717,8.463803,40.91413,1268202.001011,161
2020-06-14,Cochabamba,1723,76,78,2028639,1569,7.734249,38.449423,2026916,477.643216
2020-06-13,Chuquisaca,1537,76,75,2028639,1386,9.895314,36.9706,2027102,151
2020-06-12,Cochabamba,1441,76,66,2028639,1299,6.403308,32.534128,2027198,142
2020-06-11,Cochabamba,1369,76,60,2028639,1233,9.895314,29.57648,1268202.001011,136
2020-06-10,Cochabamba,1297,71,57,2028639,1169,5.762484,28.097656,2027342,128
2020-06-09,Cochabamba,1231,71,57,2028639,1103,5.437143,28.097656,2027408,128
2020-06-08,Cochabamba,1097,71,52,2028639,974,4.801249,25.632949,1268202.001011,123
2020-06-07,Cochabamba,1097,71,52,2028639,974,4.801249,25.632949,2027542,123
2020-06-06,Cochabamba,1022,71,52,2028639,899,9.895314,25.632949,2027617,123
2020-06-05,Cochabamba,1556.163471,71,51,2028639,838,4.130848,25.140008,2027679,122
2020-06-04,Chuquisaca,898,71,49,2028639,778,9.895314,52.458802,2027741,477.643216
2020-06-03,Chuquisaca,851,64,45,2028639,742,3.657625,22.18236,2027788,109
2020-07-20,Chuquisaca,786,64,39,1289398.239196,683,3.366789,19.224712,2027853,103
2020-06-01,Cochabamba,714,60,34,2028639,620,3.056236,52.458802,2027925,477.643216
2020-05-31,Cochabamba,611,60,23,2028639,528,2.60273,11.337651,2028028,83
2020-05-30,Chuquisaca,556,60,23,1289398.239196,473,2.331612,11.337651,2028083,83
2020-05-29,Cochabamba,488,60,21,2028639,407,2.006271,10.351768,2028151,81
2020-05-28,Cochabamba,419,60,19,2028639,340,1.676001,9.365885,2028220,79
2020-05-27,Cochabamba,376,60,18,2028639,298,1.468965,8.872944,2028263,78
2020-05-26,Cochabamba,345,60,55.454265,2028639,1090.467467,1.316153,8.872944,2028294,78
2020-07-20,Cochabamba,339,55,18,2028639,266,9.895314,8.872944,2028300,73
2020-05-24,Cochabamba,329,55,13,2028639,261,1.286577,6.408237,2028310,68
2020-07-20,Cochabamba,295,55,13,2028639,227,1.118977,6.408237,2028344,68
2020-05-22,Cochabamba,285,55,11,2028639,219,1.079542,5.422355,2028354,477.643216
2020-05-21,Cochabamba,266,55,11,2028639,200,0.985883,5.422355,2028373,66
2020-07-20,Cochabamba,259,55,11,2028639,193,0.951377,5.422355,2028380,66
2020-05-19,Cochabamba,246,55,55.454265,2028639,180,0.887294,5.422355,2028393,66
2020-05-18,Cochabamba,228,50,10,2028639,168,0.828141,4.929413,2028411,60
2020-05-17,Cochabamba,224,50,55.454265,2028639,165,0.813353,4.436472,1268202.001011,59
2020-05-16,Cochabamba,214,50,9,2028639,155,0.764059,4.436472,2028425,59
2020-05-15,Cochabamba,196,50,9,2028639,137,0.67533,4.436472,2028443,59
2020-05-14,Cochabamba,170,45,8,1289398.239196,117,0.576741,3.943531,2028469,53
2020-05-13,Cochabamba,148,45,8,2028639,95,0.468294,3.943531,2028491,53
2020-05-12,Cochabamba,130,45,7,2028639,78,0.384494,3.450589,2028509,52
2020-05-11,Cochabamba,109,45,6,2028639,58,0.285906,2.957648,2028530,51
2020-05-10,Cochabamba,104,40,55.454265,2028639,58,0.285906,2.957648,2028535,46
2020-05-09,Cochabamba,95,40,6,2028639,49,0.241541,2.957648,2028544,46
2020-05-08,Cochabamba,90,40,6,2028639,44,0.216894,52.458802,2028549,477.643216
2020-05-07,Cochabamba,82,33,6,2028639,1090.467467,0.211965,2.957648,2028557,39
2020-05-06,Cochabamba,1556.163471,33,55.454265,2028639,43,0.211965,2.957648,2028557,39
2020-05-05,Cochabamba,82,33,6,2028639,43,0.211965,2.957648,2028557,39
2020-05-04,Chuquisaca,82,25,6,2028639,51,0.2514,2.957648,2028557,31
2020-05-03,Cochabamba,81,25,55.454265,2028639,50,0.246471,2.957648,2028558,31
2020-05-02,Cochabamba,1556.163471,25,6,2028639,1090.467467,0.246471,2.957648,2028558,31
2020-05-01,Chuquisaca,80,25,6,2028639,49,0.241541,2.957648,2028559,31
2020-07-20,Cochabamba,1556.163471,22,6,2028639,52,0.256329,2.957648,2028559,28
2020-04-29,Cochabamba,1556.163471,22,6,2028639,52,0.256329,2.957648,2028559,28
2020-04-28,Cochabamba,1556.163471,22,6,2028639,51,9.895314,2.957648,2028560,28
2020-04-27,Cochabamba,1556.163471,22,6,2028639,1090.467467,0.246471,2.957648,1268202.001011,28
2020-04-26,Chuquisaca,78,13,6,2028639,59,9.895314,52.458802,2028561,19
2020-04-25,Cochabamba,71,13,6,2028639,52,0.256329,2.957648,2028568,19
2020-04-24,Cochabamba,1556.163471,13,55.454265,2028639,51,0.2514,2.957648,2028569,477.643216
2020-07-20,Cochabamba,66,13,6,2028639,47,0.231682,52.458802,2028573,19
2020-04-22,Cochabamba,63,13,6,2028639,44,0.216894,2.957648,2028576,19
2020-04-21,Chuquisaca,62,13,6,2028639,1090.467467,0.211965,2.957648,2028577,19
2020-04-20,Cochabamba,61,13,6,2028639,42,0.207035,2.957648,2028578,19
2020-04-19,Cochabamba,61,7,5,1289398.239196,49,0.241541,2.464707,2028578,12
2020-04-18,Cochabamba,60,7,4,1289398.239196,1090.467467,0.241541,1.971765,2028579,11
2020-04-17,Cochabamba,1556.163471,7,4,1289398.239196,49,0.241541,1.971765,2028579,11
2020-04-16,Cochabamba,59,7,4,2028639,48,0.236612,1.971765,2028580,11
2020-04-15,Cochabamba,59,0,4,2028639,55,0.271118,1.971765,1268202.001011,4
2020-04-14,Cochabamba,57,0,4,2028639,53,0.261259,1.971765,2028582,4
2020-04-13,Cochabamba,54,0,4,2028639,50,0.246471,1.971765,2028585,4
2020-04-12,Cochabamba,52,0,4,2028639,48,0.236612,1.971765,2028587,4
2020-04-11,Cochabamba,49,0,4,2028639,45,0.221824,1.971765,2028590,477.643216
2020-04-10,Cochabamba,48,0,2,2028639,46,0.226753,52.458802,2028591,2
2020-04-09,Cochabamba,48,0,2,2028639,1090.467467,0.226753,0.985883,1268202.001011,2
2020-04-08,Cochabamba,47,0,2,2028639,45,0.221824,0.985883,2028592,2
2020-04-07,Cochabamba,38,0,2,2028639,36,0.177459,0.985883,2028601,2
2020-04-06,Cochabamba,33,0,55.454265,2028639,31,0.152812,0.985883,2028606,2
2020-04-05,Cochabamba,33,0,55.454265,2028639,32,0.157741,0.492941,2028606,1
2020-04-04,Cochabamba,25,0,0,2028639,25,0.123235,0,2028614,477.643216
2020-04-03,Cochabamba,24,0,0,2028639,24,0.118306,0,2028615,0
2020-04-02,Cochabamba,22,0,0,2028639,22,0.108447,0,2028617,0
2020-04-01,Cochabamba,21,0,55.454265,2028639,21,0.103518,0,2028618,0
2020-07-20,Cochabamba,20,0,55.454265,2028639,20,0.098588,0,2028619,0
2020-03-30,Cochabamba,20,0,0,2028639,1090.467467,0.098588,0,2028619,0
2020-03-29,Cochabamba,18,0,0,2028639,18,9.895314,0,2028621,0
2020-03-28,Cochabamba,14,0,0,2028639,14,0.069012,52.458802,2028625,0
2020-03-27,Cochabamba,14,0,55.454265,2028639,14,0.069012,52.458802,2028625,0
2020-03-26,Cochabamba,10,0,0,2028639,10,0.049294,0,2028629,0
2020-03-25,Cochabamba,3,0,0,2028639,3,0.014788,0,2028636,0
2020-03-24,Cochabamba,3,0,0,2028639,3,0.014788,0,2028636,0
2020-03-23,Cochabamba,3,0,0,2028639,3,0.014788,0,2028636,0
2020-03-22,Cochabamba,1556.163471,0,0,2028639,3,0.014788,0,2028636,0
2020-03-21,Cochabamba,2,0,0,2028639,2,9.895314,0,1268202.001011,0
2020-07-20,'Santa Cruz',30309,15695,833,3370059,13781,40.892459,247.176681,1268202.001011,16528
2020-07-19,'Santa Cruz',29754,15547,814,3370059,13393,39.741144,241.538798,1268202.001011,16361
2020-07-18,'Santa Cruz',29484,15471,797,3370059,13216,39.215931,52.458802,3340575,16268
2020-07-17,'Santa Cruz',28989,15352,55.454265,1289398.239196,12859,38.156602,230.856492,1268202.001011,16130
2020-07-16,'Santa Cruz',27744,14820,55.454265,3370059,1090.467467,36.091356,225.81207,3342315,15581
2020-07-15,'Santa Cruz',26671,14324,756,3370059,11591,9.895314,224.328417,3343388,15080
2020-07-14,'Santa Cruz',26124,13923,740,3370059,11461,34.008307,219.580725,3343935,14663
2020-07-13,'Santa Cruz',25260,13515,733,3370059,11012,32.675986,217.50361,3344799,14248
2020-07-12,'Santa Cruz',1556.163471,13177,709,3370059,11014,32.68192,210.382073,1268202.001011,13886
2020-07-11,'Santa Cruz',24625,12801,700,3370059,11124,9.895314,207.711497,3345434,13501
2020-07-10,Chuquisaca,24025,12474,687,3370059,10864,32.236824,203.853998,3346034,13161
2020-07-09,'Santa Cruz',23411,11987,661,3370059,1090.467467,31.937126,196.138999,3346648,12648
2020-07-08,'Santa Cruz',22926,11554,638,1289398.239196,10734,31.851074,189.314193,3347133,12192
2020-07-07,'Santa Cruz',22398,11137,614,3370059,10647,31.592919,52.458802,3347661,11751
2020-07-06,'Santa Cruz',1556.163471,10725,591,3370059,10637,31.563246,175.36785,3348106,11316
2020-07-05,Chuquisaca,21752,10498,573,3370059,10681,31.693807,170.026697,3348307,11071
2020-07-04,'Santa Cruz',21190,10154,551,3370059,10485,31.112215,163.498621,3348869,10705
2020-07-03,'Santa Cruz',20558,9688,527,3370059,10343,30.690857,156.377084,3349501,10215
2020-07-20,'Santa Cruz',19991,9314,506,3370059,10171,9.895314,150.145739,3350068,9820
2020-07-01,'Santa Cruz',19257,8832,477,3370059,9948,29.518771,141.540549,3350802,9309
2020-07-20,'Santa Cruz',18881,8431,455,3370059,9995,29.658234,135.012473,3351178,8886
2020-06-29,'Santa Cruz',18211,8059,431,3370059,9721,28.845192,127.890936,3351848,8490
2020-06-28,'Santa Cruz',17873,7669,55.454265,3370059,1090.467467,29.055871,122.253053,1268202.001011,8081
2020-06-27,'Santa Cruz',17455,7332,55.454265,3370059,9727,28.862996,117.505361,3352604,7728
2020-06-26,Chuquisaca,16777,6945,381,3370059,9451,28.044019,113.054401,3353282,7326
2020-06-25,'Santa Cruz',16555,6558,373,3370059,9624,28.557364,110.680555,3353504,6931
2020-07-20,'Santa Cruz',15984,6046,55.454265,3370059,9573,28.406031,108.306709,3354075,6411
2020-06-23,'Santa Cruz',15442,5589,351,3370059,9502,28.195352,104.152479,3354617,5940
2020-06-22,'Santa Cruz',1556.163471,5157,55.454265,3370059,9562,28.37339,103.262287,1268202.001011,5505
2020-06-21,'Santa Cruz',14499,4778,327,3370059,1090.467467,27.874883,97.030942,3355560,5105
2020-06-20,'Santa Cruz',14165,4427,322,3370059,9416,27.940164,52.458802,3355894,4749
2020-06-19,'Santa Cruz',13539,4019,313,3370059,9207,27.319996,92.876712,3356520,4332
2020-06-18,'Santa Cruz',12988,3680,307,3370059,9001,26.708731,91.096328,3357071,3987
2020-06-17,'Santa Cruz',12725,3379,303,3370059,9043,9.895314,89.909405,3357334,3682
2020-07-20,Chuquisaca,12366,3142,298,3370059,8926,26.486183,88.425752,3357693,3440
2020-06-15,'Santa Cruz',11741,2824,287,3370059,8630,25.60786,85.161714,3358318,3111
2020-06-14,'Santa Cruz',11424,2520,283,1289398.239196,8621,25.581155,83.974791,3358635,2803
2020-06-13,'Santa Cruz',11154,2185,270,3370059,8699,25.812604,80.117292,1268202.001011,2455
2020-06-12,'Santa Cruz',10536,1867,265,3370059,8404,24.937249,78.633638,3359523,477.643216
2020-06-11,'Santa Cruz',10127,1819,250,3370059,8058,23.910561,74.182678,3359932,477.643216
